customer_id,first_name,last_name,gender,date_of_birth,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,address,property_valuation,location_id
1006,Norbert,Gotcher,Male,1977-08-10 00:00:00,Quality Control Specialist,Telecommunications,Affluent Customer,N,Yes,570 Butternut Pass,4,213
1007,Cord,Warriner,Male,1996-06-08 00:00:00,,Retail,Mass Customer,N,No,63 Grayhawk Pass,9,485
1008,Lorry,Booley,Female,1975-11-10 00:00:00,Teacher,,Mass Customer,N,No,44594 5th Street,9,179
1009,Nolie,Orring,Female,1957-05-09 00:00:00,Research Associate,Manufacturing,High Net Worth,N,Yes,495 Elmside Drive,8,295
1010,Leighton,Ebbles,Male,1963-01-26 00:00:00,Nurse,Financial Services,Affluent Customer,N,No,9 Macpherson Avenue,8,543
1011,Cymbre,Janos,Female,1985-07-19 00:00:00,Occupational Therapist,Health,High Net Worth,N,Yes,738 Division Street,8,602
1012,Anna-diane,Preddle,Female,1955-05-20 00:00:00,Software Test Engineer III,,High Net Worth,N,Yes,5 Sheridan Circle,11,603
1013,Corissa,Zienkiewicz,Female,1976-09-06 00:00:00,Physical Therapy Assistant,Retail,High Net Worth,N,No,42 Lunder Drive,11,394
1014,Miller,Faloon,Male,1960-10-14 00:00:00,Senior Developer,Property,Mass Customer,N,Yes,3 Hayes Court,10,604
1015,Toiboid,Sorrel,Male,1955-04-01 00:00:00,Web Developer I,Health,Mass Customer,N,No,711 Sachtjen Point,8,510
1016,Adrian,Prettyjohns,Male,1959-08-12 00:00:00,Legal Assistant,IT,Mass Customer,N,Yes,16395 Nevada Lane,10,44
1016,Adrian,Prettyjohns,Male,1959-08-12 00:00:00,Legal Assistant,IT,Mass Customer,N,Yes,16395 Nevada Lane,10,195
1017,Jacquenette,Pluthero,Female,1979-01-09 00:00:00,Assistant Media Planner,Entertainment,High Net Worth,N,No,0996 Cody Terrace,8,186
1018,Matthiew,Ferreras,Male,1994-11-27 00:00:00,Help Desk Operator,Manufacturing,Mass Customer,N,Yes,80424 Corben Alley,10,605
1019,Ignazio,Milby,Male,1973-11-19 00:00:00,Human Resources Assistant II,Manufacturing,Mass Customer,N,Yes,37208 Golf View Terrace,8,44
1019,Ignazio,Milby,Male,1973-11-19 00:00:00,Human Resources Assistant II,Manufacturing,Mass Customer,N,Yes,37208 Golf View Terrace,8,195
1020,Natala,Thorndale,Female,1975-11-10 00:00:00,,IT,Affluent Customer,N,No,1128 Golden Leaf Center,9,395
1020,Natala,Thorndale,Female,1975-11-10 00:00:00,,IT,Affluent Customer,N,No,1128 Golden Leaf Center,9,553
1021,Elvis,Rixon,Male,1977-10-02 00:00:00,Mechanical Systems Engineer,Retail,High Net Worth,N,No,4885 Stone Corner Alley,8,59
1022,Suzann,Wilks,Female,1990-03-04 00:00:00,Assistant Manager,Financial Services,Affluent Customer,N,Yes,66 Hudson Crossing,10,2
1022,Suzann,Wilks,Female,1990-03-04 00:00:00,Assistant Manager,Financial Services,Affluent Customer,N,Yes,66 Hudson Crossing,10,181
1023,Iseabal,Fullbrook,Female,1991-07-23 00:00:00,,Financial Services,Affluent Customer,N,Yes,5287 Wayridge Alley,12,77
1023,Iseabal,Fullbrook,Female,1991-07-23 00:00:00,,Financial Services,Affluent Customer,N,Yes,5287 Wayridge Alley,12,125
1024,Rhodia,D'Onise,Female,1992-06-05 00:00:00,Social Worker,Health,High Net Worth,N,Yes,15393 Cody Lane,9,51
1024,Rhodia,D'Onise,Female,1992-06-05 00:00:00,Social Worker,Health,High Net Worth,N,Yes,15393 Cody Lane,9,367
1025,Ario,Jeromson,Male,1997-07-30 00:00:00,Quality Engineer,IT,Mass Customer,N,Yes,1 Mcbride Center,6,606
1026,Vernon,Hakking,Male,1994-07-29 00:00:00,,Financial Services,Affluent Customer,N,No,4870 Shelley Alley,7,607
1027,Rolando,Sherewood,Male,1966-10-07 00:00:00,Statistician I,Financial Services,Affluent Customer,N,No,65634 Del Mar Crossing,7,469
1028,Thorn,Torfin,Male,1999-08-11 00:00:00,Project Manager,,High Net Worth,N,No,8572 Melvin Drive,11,147
1029,Forbes,Londors,Male,1997-02-15 00:00:00,VP Sales,,Mass Customer,N,No,5549 Bay Point,9,608
1030,Nariko,Dummigan,Female,1962-05-05 00:00:00,Food Chemist,Health,Mass Customer,N,No,9 Forest Circle,3,217
1031,Roi,Ogden,Male,1983-09-15 00:00:00,Junior Executive,Manufacturing,Mass Customer,N,No,6 Kedzie Hill,9,609
1032,Maribelle,Werndly,Female,1978-07-18 00:00:00,Executive Secretary,,Mass Customer,N,Yes,60601 Hoffman Court,12,440
1033,Jacob,Claringbold,Male,1995-01-06 00:00:00,,,Affluent Customer,N,Yes,1715 Scoville Drive,11,221
1034,Denney,Cretney,Male,1976-05-12 00:00:00,,,High Net Worth,N,Yes,85 Laurel Trail,6,610
1035,Kara-lynn,Doddridge,Female,1976-11-02 00:00:00,Operator,Retail,Affluent Customer,N,Yes,3082 Almo Center,4,611
1036,Randene,Ingle,Female,1969-11-28 00:00:00,Paralegal,Financial Services,Mass Customer,N,Yes,27135 Melvin Plaza,8,612
1037,Sissie,Rielly,Female,1956-08-08 00:00:00,Human Resources Assistant II,Financial Services,Mass Customer,N,No,40 Kinsman Pass,10,86
1037,Sissie,Rielly,Female,1956-08-08 00:00:00,Human Resources Assistant II,Financial Services,Mass Customer,N,No,40 Kinsman Pass,10,134
1038,Fraser,Acome,U,,Engineer I,Manufacturing,Mass Customer,N,Yes,094 Green Road,11,259
1039,Nona,Diamant,Female,1975-03-14 00:00:00,,,High Net Worth,N,Yes,91 Spohn Plaza,7,613
1040,Jacenta,Wedlock,Female,1975-03-04 00:00:00,Food Chemist,Health,High Net Worth,N,No,5 Jana Drive,1,297
1041,Free,Bonniface,Male,1959-05-25 00:00:00,,Property,Affluent Customer,N,No,201 Pepper Wood Avenue,11,133
1042,Isacco,Woodwind,Male,1976-01-14 00:00:00,Nuclear Power Engineer,Manufacturing,High Net Worth,N,Yes,4408 Haas Way,9,524
1043,Giorgi,Hurford,Male,1986-10-20 00:00:00,Sales Associate,Financial Services,Mass Customer,N,Yes,6 Pawling Trail,7,597
1044,Frederico,Whilder,U,,Food Chemist,Health,High Net Worth,N,No,31111 Hoepker Road,9,303
1045,Aeriel,Everest,Female,1986-05-08 00:00:00,,Financial Services,Mass Customer,N,Yes,79 Lighthouse Bay Lane,8,328
1046,Shir,Clevely,Female,1955-07-23 00:00:00,Budget/Accounting Analyst II,,Affluent Customer,N,No,2354 Forster Road,11,614
1047,Standford,Tanswill,Male,1978-09-03 00:00:00,VP Accounting,Financial Services,Affluent Customer,N,No,5271 Vernon Court,10,435
1047,Standford,Tanswill,Male,1978-09-03 00:00:00,VP Accounting,Financial Services,Affluent Customer,N,No,5271 Vernon Court,10,615
1048,Braden,Lamming,Male,1976-06-08 00:00:00,Internal Auditor,,Affluent Customer,N,No,06 Declaration Hill,11,616
1049,Fraser,Gaenor,Male,1996-03-02 00:00:00,Software Consultant,Property,Mass Customer,N,No,07716 5th Alley,5,161
1050,Marjie,Ghion,Female,1973-07-29 00:00:00,Software Consultant,Telecommunications,Mass Customer,N,Yes,10 Pennsylvania Hill,11,356
1051,Xylia,Lange,Female,1977-09-29 00:00:00,Help Desk Technician,Property,High Net Worth,N,Yes,2330 Huxley Crossing,10,326
1052,Dela,Flannigan,Female,1986-02-02 00:00:00,Junior Executive,Financial Services,High Net Worth,N,No,5811 Hanson Lane,7,341
1053,Davon,Stanyland,Male,1962-05-20 00:00:00,,Manufacturing,Mass Customer,N,Yes,7 Main Crossing,12,86
1053,Davon,Stanyland,Male,1962-05-20 00:00:00,,Manufacturing,Mass Customer,N,Yes,7 Main Crossing,12,134
1054,Natal,Matiewe,Male,1983-08-09 00:00:00,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,682 Spenser Plaza,6,71
1055,Danell,Rose,Female,1988-06-08 00:00:00,Data Coordiator,Manufacturing,Mass Customer,N,No,1149 Riverside Parkway,11,1
1055,Danell,Rose,Female,1988-06-08 00:00:00,Data Coordiator,Manufacturing,Mass Customer,N,No,1149 Riverside Parkway,11,617
1056,Kendricks,Markel,Male,1966-12-18 00:00:00,Software Test Engineer IV,Manufacturing,Affluent Customer,N,No,1176 Pine View Lane,11,114
1056,Kendricks,Markel,Male,1966-12-18 00:00:00,Software Test Engineer IV,Manufacturing,Affluent Customer,N,No,1176 Pine View Lane,11,618
1057,Laryssa,Durdle,Female,1969-04-06 00:00:00,Registered Nurse,Health,Mass Customer,N,No,22 Sachtjen Avenue,12,518
1058,Gretel,Gionettitti,Female,1987-10-24 00:00:00,Research Assistant IV,Retail,Affluent Customer,N,Yes,6 Pankratz Crossing,11,539
1059,Chantal,Plante,Female,1968-02-16 00:00:00,Account Representative III,Entertainment,High Net Worth,N,Yes,6988 Acker Crossing,10,57
1059,Chantal,Plante,Female,1968-02-16 00:00:00,Account Representative III,Entertainment,High Net Worth,N,Yes,6988 Acker Crossing,10,346
1060,Vanda,Boadby,Female,1961-11-23 00:00:00,Associate Professor,Argiculture,Affluent Customer,N,Yes,9993 Mccormick Street,8,266
1061,Anderson,,Male,1988-11-07 00:00:00,Speech Pathologist,Financial Services,Mass Customer,N,No,7 Holmberg Circle,9,198
1062,Tish,Mowett,Female,1975-09-28 00:00:00,Junior Executive,,Mass Customer,N,No,7 Village Green Circle,10,604
1063,Terrence,Geck,Male,1987-03-01 00:00:00,Actuary,Financial Services,Affluent Customer,N,Yes,4044 Tennessee Parkway,9,119
1063,Terrence,Geck,Male,1987-03-01 00:00:00,Actuary,Financial Services,Affluent Customer,N,Yes,4044 Tennessee Parkway,9,619
1064,Thornie,Andrusov,Male,1977-06-13 00:00:00,Librarian,Entertainment,Affluent Customer,N,Yes,4297 Emmet Lane,8,26
1064,Thornie,Andrusov,Male,1977-06-13 00:00:00,Librarian,Entertainment,Affluent Customer,N,Yes,4297 Emmet Lane,8,289
1065,Chilton,Ghirigori,Male,1962-06-27 00:00:00,Quality Engineer,Financial Services,Mass Customer,N,Yes,6 Sycamore Drive,7,469
1066,Hailey,Ricciardi,Male,1995-10-06 00:00:00,Recruiter,Telecommunications,High Net Worth,N,No,6 Barby Road,4,96
1067,Berri,Cotillard,Female,1965-05-17 00:00:00,Engineer IV,Financial Services,Mass Customer,N,Yes,37495 Summerview Park,7,620
1068,Frazer,Searston,Male,1995-03-21 00:00:00,,Health,Mass Customer,N,Yes,3 Center Crossing,3,107
1068,Frazer,Searston,Male,1995-03-21 00:00:00,,Health,Mass Customer,N,Yes,3 Center Crossing,3,621
1069,Reese,Titterington,Male,1976-04-15 00:00:00,Web Designer I,Telecommunications,Mass Customer,N,No,19386 Burrows Way,10,504
1070,Albert,Gomery,Male,1995-06-04 00:00:00,Account Representative IV,,Mass Customer,N,No,4 Quincy Trail,3,470
1071,Chrisy,Miranda,Male,1986-12-29 00:00:00,,Retail,High Net Worth,N,No,69881 Westport Parkway,1,155
1072,Curt,Petrello,Male,1957-06-01 00:00:00,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,44 Ramsey Road,9,268
1073,Elbertina,Donne,Female,1980-02-25 00:00:00,Associate Professor,,Affluent Customer,N,Yes,12764 Raven Plaza,7,293
1074,Griswold,Juett,Male,1974-07-14 00:00:00,Accounting Assistant IV,,High Net Worth,N,Yes,356 Petterle Way,9,287
1075,Cullin,Elcoate,Male,1967-07-25 00:00:00,Administrative Officer,Manufacturing,High Net Worth,N,No,2827 Fallview Lane,9,222
1076,Siegfried,Trattles,Male,2000-06-06 00:00:00,Pharmacist,Health,Affluent Customer,N,No,7 Del Sol Road,9,179
1077,Sheba,Este,Female,1955-10-11 00:00:00,,Telecommunications,Mass Customer,N,Yes,05415 Basil Junction,8,258
1078,Abe,Pilley,Male,1976-06-05 00:00:00,Executive Secretary,Manufacturing,Mass Customer,N,No,09 Warbler Court,9,203
1079,Dennie,L' Anglois,Male,1978-01-03 00:00:00,Nurse Practicioner,Manufacturing,Mass Customer,N,No,847 David Hill,8,452
1080,Monah,Talbot,Female,1999-12-26 00:00:00,Speech Pathologist,Property,Mass Customer,N,Yes,24596 Hoepker Avenue,4,40
1080,Monah,Talbot,Female,1999-12-26 00:00:00,Speech Pathologist,Property,Mass Customer,N,Yes,24596 Hoepker Avenue,4,290
1081,Marga,Cradduck,Female,1985-10-21 00:00:00,Social Worker,Health,Mass Customer,N,No,75 Mesta Hill,7,122
1082,Guinevere,Kelby,U,,Financial Analyst,Financial Services,Mass Customer,N,Yes,7258 Mandrake Terrace,9,622
1083,Chadd,Fowlds,Male,1996-08-07 00:00:00,VP Product Management,,Affluent Customer,N,No,84741 Scoville Terrace,5,250
1084,Serena,Jagson,Female,1994-05-18 00:00:00,Accounting Assistant I,Retail,Affluent Customer,N,No,04328 Rowland Plaza,9,623
1085,Lucho,Strafen,Male,1975-09-12 00:00:00,Internal Auditor,Health,Mass Customer,N,No,332 Maywood Crossing,9,424
1085,Lucho,Strafen,Male,1975-09-12 00:00:00,Internal Auditor,Health,Mass Customer,N,No,332 Maywood Crossing,9,600
1086,Ezechiel,Parnall,Male,1989-06-21 00:00:00,Statistician IV,Property,Mass Customer,N,Yes,6026 Graceland Crossing,11,409
1087,Lian,Madrell,Female,1979-09-18 00:00:00,Financial Analyst,Financial Services,Mass Customer,N,Yes,0 Fremont Court,7,205
1087,Lian,Madrell,Female,1979-09-18 00:00:00,Financial Analyst,Financial Services,Mass Customer,N,Yes,0 Fremont Court,7,493
1088,Andy,Polgreen,Female,1989-07-21 00:00:00,Design Engineer,,High Net Worth,N,Yes,5515 Artisan Center,3,319
1088,Andy,Polgreen,Female,1989-07-21 00:00:00,Design Engineer,,High Net Worth,N,Yes,5515 Artisan Center,3,355
1089,Korney,Hess,Female,1988-09-17 00:00:00,Product Engineer,Property,Affluent Customer,N,No,0 Nevada Pass,10,259
1090,Lorettalorna,,Female,1975-07-15 00:00:00,Computer Systems Analyst II,Telecommunications,Affluent Customer,N,No,06 Heffernan Junction,7,342
1091,Keith,Housden,Male,1980-04-15 00:00:00,,Health,Mass Customer,N,No,04 Onsgard Center,9,624
1092,Katlin,Creddon,Female,1935-08-22 00:00:00,VP Quality Control,Retail,Mass Customer,N,No,37 Division Way,9,2
1092,Katlin,Creddon,Female,1935-08-22 00:00:00,VP Quality Control,Retail,Mass Customer,N,No,37 Division Way,9,181
1093,Clarita,Penright,Female,1996-09-13 00:00:00,Business Systems Development Analyst,,Affluent Customer,N,No,9623 Fisk Plaza,8,514
1094,Shaughn,Salters,Male,1975-12-27 00:00:00,Dental Hygienist,Health,High Net Worth,N,No,9419 Homewood Way,9,85
1094,Shaughn,Salters,Male,1975-12-27 00:00:00,Dental Hygienist,Health,High Net Worth,N,No,9419 Homewood Way,9,344
1095,Emelda,Gerler,Female,1958-08-29 00:00:00,Project Manager,Health,Mass Customer,N,No,26349 Spaight Junction,8,25
1095,Emelda,Gerler,Female,1958-08-29 00:00:00,Project Manager,Health,Mass Customer,N,No,26349 Spaight Junction,8,323
1096,Jakie,Mungham,Male,1969-11-29 00:00:00,Software Test Engineer I,Health,High Net Worth,N,No,1063 Forest Avenue,3,625
1097,Gwenora,Grabbam,Female,1968-01-31 00:00:00,Engineer II,Financial Services,Mass Customer,N,Yes,548 Dahle Lane,11,75
1097,Gwenora,Grabbam,Female,1968-01-31 00:00:00,Engineer II,Financial Services,Mass Customer,N,Yes,548 Dahle Lane,11,193
1098,Maure,Crow,Female,1989-02-01 00:00:00,Administrative Assistant IV,Financial Services,Mass Customer,N,Yes,4 Barby Road,3,626
1099,Jarrett,Maffia,Male,1975-01-13 00:00:00,Tax Accountant,Manufacturing,Affluent Customer,N,Yes,258 Luster Court,10,133
1100,Cord,Braundt,Male,1983-01-02 00:00:00,Engineer I,Manufacturing,Mass Customer,N,No,22669 Lien Center,6,459
1101,Haily,McWilliams,Female,1968-12-22 00:00:00,Senior Editor,,Mass Customer,N,No,9 Autumn Leaf Court,4,627
1102,Stephana,Puzey,Female,1976-08-17 00:00:00,Recruiting Manager,Manufacturing,Affluent Customer,N,No,9 Superior Plaza,11,379
1102,Stephana,Puzey,Female,1976-08-17 00:00:00,Recruiting Manager,Manufacturing,Affluent Customer,N,No,9 Superior Plaza,11,628
1103,Glynnis,Sailor,Female,1978-01-30 00:00:00,Financial Advisor,Financial Services,High Net Worth,N,Yes,86603 Dexter Road,9,514
1104,Jewelle,Pincott,Female,1959-12-31 00:00:00,Programmer III,Retail,Mass Customer,N,No,8 Ridgeview Park,5,218
1105,Sherman,McCusker,Male,1990-02-10 00:00:00,General Manager,,Mass Customer,N,No,4754 Ramsey Junction,9,296
1105,Sherman,McCusker,Male,1990-02-10 00:00:00,General Manager,,Mass Customer,N,No,4754 Ramsey Junction,9,406
1106,Sibyl,Bigmore,Female,1962-12-17 00:00:00,Software Consultant,Retail,Mass Customer,N,No,9 Dayton Alley,7,595
1107,Maridel,Whitby,Female,1974-07-17 00:00:00,Social Worker,Health,High Net Worth,N,No,08 Carey Center,6,629
1108,Ginnie,Farriar,Female,1962-03-06 00:00:00,Dental Hygienist,Health,Mass Customer,N,No,915 Thackeray Junction,11,72
1108,Ginnie,Farriar,Female,1962-03-06 00:00:00,Dental Hygienist,Health,Mass Customer,N,No,915 Thackeray Junction,11,209
1109,Nestor,Billingsley,Male,1989-09-01 00:00:00,Web Developer II,Entertainment,High Net Worth,N,No,515 3rd Road,12,369
1110,Lazar,Cherryman,Male,1991-03-17 00:00:00,Information Systems Manager,Retail,High Net Worth,N,No,184 Roth Pass,7,3
1111,Zach,Maynard,Male,1960-03-04 00:00:00,Director of Sales,,High Net Worth,N,Yes,84 Porter Alley,10,2
1111,Zach,Maynard,Male,1960-03-04 00:00:00,Director of Sales,,High Net Worth,N,Yes,84 Porter Alley,10,181
1112,Jarrett,Chiplin,Male,1981-05-22 00:00:00,,,Mass Customer,N,Yes,79494 Ruskin Circle,9,543
1113,Dorie,Willock,Male,1992-06-24 00:00:00,Recruiter,Property,Mass Customer,N,No,98 Schiller Junction,9,126
1114,Evonne,Southan,Female,1976-06-03 00:00:00,Structural Engineer,Retail,Mass Customer,N,No,20519 Katie Circle,8,531
1115,Merola,Stutard,Female,1970-01-18 00:00:00,Account Coordinator,,High Net Worth,N,Yes,2273 Oneill Place,11,356
1116,Tori,Coche,Female,1974-06-26 00:00:00,Assistant Manager,Health,Mass Customer,N,Yes,03 6th Alley,9,88
1116,Tori,Coche,Female,1974-06-26 00:00:00,Assistant Manager,Health,Mass Customer,N,Yes,03 6th Alley,9,449
1117,Georgena,Guilaem,Female,1975-12-01 00:00:00,Quality Engineer,,Affluent Customer,N,No,8548 Hanover Park,11,532
1118,Colline,Coulman,Female,1975-12-19 00:00:00,Sales Representative,Retail,Mass Customer,N,Yes,4079 Lindbergh Center,8,167
1119,Lemmy,Bennit,Male,1976-10-09 00:00:00,,Entertainment,Mass Customer,N,Yes,338 Grasskamp Lane,7,630
1120,Jacquelyn,Rowlinson,Female,1980-08-31 00:00:00,Web Developer IV,Retail,Affluent Customer,N,No,0355 3rd Drive,11,356
1121,Dione,Raithby,Female,1984-01-21 00:00:00,Registered Nurse,Health,Mass Customer,N,Yes,0182 Esker Center,9,124
1122,Gerladina,Carney,Female,1985-12-19 00:00:00,,,Mass Customer,N,No,48 Sheridan Road,11,379
1122,Gerladina,Carney,Female,1985-12-19 00:00:00,,,Mass Customer,N,No,48 Sheridan Road,11,628
1123,Dominick,Downey,Male,1962-06-18 00:00:00,,Property,Mass Customer,N,No,1879 Mitchell Center,10,631
1124,Eben,Threader,Male,1965-02-03 00:00:00,Health Coach III,Health,Affluent Customer,N,Yes,81114 7th Place,4,517
1125,Raff,Everley,Male,1990-01-19 00:00:00,Software Test Engineer III,IT,Affluent Customer,N,No,1 Nevada Park,8,98
1126,Atlante,Sonley,Female,1973-09-27 00:00:00,Executive Secretary,,Mass Customer,N,No,6 Buell Point,12,304
1127,Elly,Ormshaw,Female,1991-02-27 00:00:00,Physical Therapy Assistant,Financial Services,Mass Customer,N,No,4284 Debra Drive,3,521
1128,Kirsten,Longman,Female,1992-04-12 00:00:00,Financial Advisor,Financial Services,Mass Customer,N,Yes,8 Hansons Street,7,413
1128,Kirsten,Longman,Female,1992-04-12 00:00:00,Financial Advisor,Financial Services,Mass Customer,N,Yes,8 Hansons Street,7,525
1129,Hercule,,Male,1977-06-29 00:00:00,VP Marketing,Entertainment,Mass Customer,N,Yes,7674 Roxbury Junction,4,632
1130,Juli,Prine,Female,1964-12-06 00:00:00,Sales Associate,,Mass Customer,N,No,771 Sugar Way,11,314
1131,Sigmund,Barkworth,Male,1956-08-07 00:00:00,VP Marketing,,Mass Customer,N,No,1792 Judy Road,6,434
1132,Coriss,Darkott,Female,1985-08-01 00:00:00,Actuary,Financial Services,Affluent Customer,N,Yes,92 Melvin Hill,9,280
1133,Forrester,McFetridge,Male,1968-01-26 00:00:00,,Manufacturing,Affluent Customer,N,No,592 Merry Lane,3,616
1134,Sullivan,Scullion,Male,1994-09-30 00:00:00,Administrative Assistant IV,Financial Services,Affluent Customer,N,No,6 Dapin Park,6,43
1135,Mireielle,Avrasin,Female,1980-05-03 00:00:00,Software Engineer IV,Financial Services,Mass Customer,N,Yes,03 Holmberg Park,2,28
1136,Ivan,Blackhall,Male,1977-08-31 00:00:00,Executive Secretary,Property,High Net Worth,N,No,8587 Graceland Way,10,631
1137,Jermayne,Hryniewicki,Male,1977-07-03 00:00:00,Business Systems Development Analyst,,Mass Customer,N,No,91 Messerschmidt Trail,11,368
1137,Jermayne,Hryniewicki,Male,1977-07-03 00:00:00,Business Systems Development Analyst,,Mass Customer,N,No,91 Messerschmidt Trail,11,633
1138,Elli,Loxdale,Female,1991-09-21 00:00:00,Statistician I,Retail,Mass Customer,N,Yes,5998 Bayside Terrace,9,634
1139,Shellysheldon,Wickey,Male,1982-09-15 00:00:00,Editor,Manufacturing,Mass Customer,N,Yes,107 Moland Court,5,317
1140,Deana,Rathbourne,Female,1986-02-25 00:00:00,Executive Secretary,,Mass Customer,N,Yes,4439 7th Terrace,9,556
1141,Shannah,Gritsaev,Female,1981-09-19 00:00:00,,Financial Services,High Net Worth,N,Yes,2272 Dennis Alley,10,299
1142,Michal,Paiton,Male,1998-05-07 00:00:00,Desktop Support Technician,Telecommunications,Mass Customer,N,No,0 Scofield Plaza,4,112
1143,Goraud,Boissieux,Male,1955-03-06 00:00:00,Office Assistant IV,Health,Mass Customer,N,Yes,51152 Brickson Park Crossing,9,226
1144,Damon,Phelip,Male,1996-12-12 00:00:00,Environmental Specialist,Health,High Net Worth,N,Yes,4668 Coleman Street,5,85
1144,Damon,Phelip,Male,1996-12-12 00:00:00,Environmental Specialist,Health,High Net Worth,N,Yes,4668 Coleman Street,5,344
1145,Korella,Begin,Female,1965-09-26 00:00:00,,Property,Mass Customer,N,Yes,8 Moland Junction,7,146
1146,Hadleigh,Birley,Male,1992-08-31 00:00:00,Assistant Professor,Financial Services,High Net Worth,N,No,1 Raven Junction,4,635
1147,Tate,Studholme,Male,1968-07-09 00:00:00,Health Coach II,Entertainment,High Net Worth,N,Yes,40570 Acker Alley,9,50
1147,Tate,Studholme,Male,1968-07-09 00:00:00,Health Coach II,Entertainment,High Net Worth,N,Yes,40570 Acker Alley,9,300
1148,Inigo,Ojeda,Male,1987-09-28 00:00:00,Statistician IV,Financial Services,High Net Worth,N,No,893 Petterle Trail,10,240
1149,Ki,Odo,Female,1967-09-30 00:00:00,Developer III,,Affluent Customer,N,Yes,84 Monument Terrace,4,28
1150,Bernelle,Warwick,Female,1975-09-26 00:00:00,Information Systems Manager,Financial Services,Mass Customer,N,Yes,0103 Bay Junction,11,175
1151,Brena,Amburgy,Female,1965-04-06 00:00:00,VP Product Management,Argiculture,High Net Worth,N,Yes,9618 Havey Place,1,636
1152,Humfrid,Ducket,Male,1998-06-23 00:00:00,Business Systems Development Analyst,Financial Services,Mass Customer,N,Yes,098 Veith Hill,3,625
1153,Mirilla,Lothlorien,Female,1995-01-17 00:00:00,Desktop Support Technician,Health,Mass Customer,N,Yes,03058 Shoshone Lane,12,637
1154,Chase,Youd,Male,1974-11-24 00:00:00,Research Nurse,Health,Mass Customer,N,Yes,7975 Browning Plaza,4,638
1155,Janetta,Hartrick,Female,1994-01-15 00:00:00,VP Marketing,Property,Mass Customer,N,Yes,154 Cambridge Point,8,490
1155,Janetta,Hartrick,Female,1994-01-15 00:00:00,VP Marketing,Property,Mass Customer,N,Yes,154 Cambridge Point,8,639
1156,Breena,Risebrow,Female,1997-10-16 00:00:00,Marketing Assistant,Argiculture,Mass Customer,N,Yes,3 Sachs Point,7,161
1157,Saunder,Camerati,Male,1974-04-03 00:00:00,Research Nurse,Health,Affluent Customer,N,Yes,0386 Mayfield Way,7,267
1158,Butch,Geertje,Male,1985-02-17 00:00:00,Senior Quality Engineer,,Mass Customer,N,Yes,24 Merchant Plaza,10,160
1159,Elbert,Bridgement,Male,1993-01-28 00:00:00,Librarian,Entertainment,Mass Customer,N,No,353 Oneill Park,9,147
1160,Trisha,Nisuis,Female,1965-04-08 00:00:00,Speech Pathologist,IT,Affluent Customer,N,No,92867 Lukken Lane,9,640
1161,Sibylle,Cutsforth,Female,1977-01-14 00:00:00,Senior Quality Engineer,Retail,Mass Customer,N,No,11 Corscot Plaza,1,636
1162,Ambrose,Raiston,Male,1990-04-13 00:00:00,Marketing Assistant,,Mass Customer,N,Yes,13 Buhler Plaza,8,400
1163,Manolo,Dwire,Male,1981-11-13 00:00:00,Cost Accountant,Financial Services,High Net Worth,N,Yes,72673 Mayfield Trail,6,335
1164,Gilligan,Mowat,Female,1977-01-09 00:00:00,Food Chemist,Health,Mass Customer,N,Yes,42739 Moose Pass,8,641
1165,Fanni,Wakelin,Female,1993-06-23 00:00:00,Administrative Assistant IV,Financial Services,High Net Worth,N,No,3 Atwood Lane,10,2
1165,Fanni,Wakelin,Female,1993-06-23 00:00:00,Administrative Assistant IV,Financial Services,High Net Worth,N,No,3 Atwood Lane,10,181
1166,Fannie,Devil,Female,1972-12-05 00:00:00,Quality Control Specialist,Health,Affluent Customer,N,No,378 Prentice Point,9,642
1167,Elberta,Crickett,Female,1996-06-03 00:00:00,Software Test Engineer III,Health,Mass Customer,N,No,95 Forest Run Drive,8,203
1168,Iosep,Shaddick,Male,1965-02-16 00:00:00,Pharmacist,Health,Affluent Customer,N,No,20 Main Road,9,58
1168,Iosep,Shaddick,Male,1965-02-16 00:00:00,Pharmacist,Health,Affluent Customer,N,No,20 Main Road,9,418
1169,Kessiah,Corden,Female,1967-08-09 00:00:00,Actuary,Financial Services,Mass Customer,N,Yes,71 Cherokee Hill,7,48
1169,Kessiah,Corden,Female,1967-08-09 00:00:00,Actuary,Financial Services,Mass Customer,N,Yes,71 Cherokee Hill,7,643
1170,Lari,Rotte,Female,1964-11-30 00:00:00,Assistant Professor,IT,Mass Customer,N,Yes,698 Summer Ridge Way,7,644
1171,Ilise,Solloway,Female,1971-08-15 00:00:00,Human Resources Manager,,Affluent Customer,N,Yes,79 Grasskamp Center,9,26
1171,Ilise,Solloway,Female,1971-08-15 00:00:00,Human Resources Manager,,Affluent Customer,N,Yes,79 Grasskamp Center,9,289
1172,Smith,Babbs,Male,1974-04-12 00:00:00,Recruiter,,Mass Customer,N,Yes,6541 Dahle Junction,9,32
1172,Smith,Babbs,Male,1974-04-12 00:00:00,Recruiter,,Mass Customer,N,Yes,6541 Dahle Junction,9,442
1173,Gertie,Chaim,Female,1978-03-02 00:00:00,Statistician IV,Retail,High Net Worth,N,No,858 Swallow Parkway,8,87
1173,Gertie,Chaim,Female,1978-03-02 00:00:00,Statistician IV,Retail,High Net Worth,N,No,858 Swallow Parkway,8,515
